"","date","value","seriesID","series_id"
"21",1992-09-01,7,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"22",1992-10-01,8.90000000000001,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"23",1992-11-01,10.4,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"24",1992-12-01,9.60000000000002,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"25",1993-01-01,8.69999999999999,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"26",1993-02-01,7.80000000000001,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"27",1993-03-01,4.29999999999998,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"28",1993-04-01,4.59999999999999,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"29",1993-05-01,7,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"30",1993-06-01,6.20000000000002,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"31",1993-07-01,5.69999999999999,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"32",1993-08-01,3.79999999999998,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"33",1993-09-01,1.59999999999999,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"34",1993-10-01,-2,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"35",1993-11-01,-1.19999999999999,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"36",1993-12-01,-1.40000000000001,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"37",1994-01-01,-1.40000000000001,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"38",1994-02-01,-3.40000000000001,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"39",1994-03-01,-1.89999999999998,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"40",1994-04-01,0.800000000000011,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"41",1994-05-01,1.5,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"42",1994-06-01,2.19999999999999,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"43",1994-07-01,2.90000000000001,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"44",1994-08-01,4.40000000000001,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"45",1994-09-01,6.80000000000001,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"46",1994-10-01,10.1,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"47",1994-11-01,9.5,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"48",1994-12-01,10.5,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"49",1995-01-01,10.7,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"50",1995-02-01,14.5,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"51",1995-03-01,18,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"52",1995-04-01,17.9,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"53",1995-05-01,18.6,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"54",1995-06-01,15.6,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"55",1995-07-01,15.8,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"56",1995-08-01,16.8,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"57",1995-09-01,15.6,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"58",1995-10-01,14.6,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"59",1995-11-01,15.1,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"60",1995-12-01,15.4,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"61",1996-01-01,13,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"62",1996-02-01,12.6,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"63",1996-03-01,9.89999999999998,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"64",1996-04-01,8.89999999999998,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"65",1996-05-01,7.90000000000001,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"66",1996-06-01,9.10000000000002,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"67",1996-07-01,7.29999999999998,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"68",1996-08-01,8.40000000000001,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"69",1996-09-01,7.40000000000001,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"70",1996-10-01,8.70000000000002,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"71",1996-11-01,9.70000000000002,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"72",1996-12-01,10.4,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"73",1997-01-01,14.4,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"74",1997-02-01,12.5,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"75",1997-03-01,15.2,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"76",1997-04-01,16.3,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"77",1997-05-01,19.2,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"78",1997-06-01,21.3,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"79",1997-07-01,20.4,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"80",1997-08-01,16.5,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"81",1997-09-01,17,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"82",1997-10-01,16.2,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"83",1997-11-01,14.3,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"84",1997-12-01,13.7,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"85",1998-01-01,10.4,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"86",1998-02-01,9.60000000000002,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"87",1998-03-01,8.60000000000002,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"88",1998-04-01,8.30000000000001,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"89",1998-05-01,10.1,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"90",1998-06-01,11.9,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"91",1998-07-01,14.2,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"92",1998-08-01,15.9,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"93",1998-09-01,17.4,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"94",1998-10-01,20.2,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"95",1998-11-01,22.1,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"96",1998-12-01,23.3,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"97",1999-01-01,26.2,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"98",1999-02-01,28.9,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"99",1999-03-01,29.2,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"100",1999-04-01,30.1,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"101",1999-05-01,27.6,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"102",1999-06-01,25.3,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"103",1999-07-01,25.9,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"104",1999-08-01,25.2,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"105",1999-09-01,23.4,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"106",1999-10-01,19.1,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"107",1999-11-01,17.3,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"108",1999-12-01,14.1,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"109",2000-01-01,15.8,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"110",2000-02-01,11.8,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"111",2000-03-01,11.2,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"112",2000-04-01,12.2,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"113",2000-05-01,8.20000000000005,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"114",2000-06-01,8.5,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"115",2000-07-01,5.69999999999999,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"116",2000-08-01,6,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"117",2000-09-01,4.5,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"118",2000-10-01,5.59999999999997,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"119",2000-11-01,7.30000000000001,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"120",2000-12-01,6.5,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"121",2001-01-01,5.79999999999995,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"122",2001-02-01,6.39999999999998,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"123",2001-03-01,7.70000000000005,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"124",2001-04-01,1.59999999999997,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"125",2001-05-01,3.69999999999999,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"126",2001-06-01,0.300000000000011,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"127",2001-07-01,2,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"128",2001-08-01,0.400000000000034,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"129",2001-09-01,1,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"130",2001-10-01,-1.29999999999995,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"131",2001-11-01,-8.19999999999999,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"132",2001-12-01,-6.5,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"133",2002-01-01,-7.69999999999999,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"134",2002-02-01,-8.69999999999999,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"135",2002-03-01,-13.3,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"136",2002-04-01,-10.9,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"137",2002-05-01,-12.8,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"138",2002-06-01,-12.7,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"139",2002-07-01,-14.7,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"140",2002-08-01,-13.2,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"141",2002-09-01,-14.6,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"142",2002-10-01,-13.4,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"143",2002-11-01,-14.6,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"144",2002-12-01,-17.8,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"145",2003-01-01,-25.4,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"146",2003-02-01,-24.9,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"147",2003-03-01,-22.9,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"148",2003-04-01,-23.1,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"149",2003-05-01,-22.6,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"150",2003-06-01,-22.8,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"151",2003-07-01,-22.2,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"152",2003-08-01,-24.9,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"153",2003-09-01,-25.8,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"154",2003-10-01,-26.4,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"155",2003-11-01,-23.4,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"156",2003-12-01,-22.6,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"157",2004-01-01,-21.2,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"158",2004-02-01,-19.5,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"159",2004-03-01,-17.5,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"160",2004-04-01,-16.2,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"161",2004-05-01,-14,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"162",2004-06-01,-11,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"163",2004-07-01,-11.5,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"164",2004-08-01,-12.9,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"165",2004-09-01,-9.39999999999998,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"166",2004-10-01,-8.60000000000002,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"167",2004-11-01,-6.5,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"168",2004-12-01,-6.69999999999999,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"169",2005-01-01,-2,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"170",2005-02-01,-3.20000000000005,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"171",2005-03-01,-3.89999999999998,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"172",2005-04-01,-5,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"173",2005-05-01,-5.59999999999997,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"174",2005-06-01,-7,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"175",2005-07-01,-8.79999999999995,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"176",2005-08-01,-4.40000000000003,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"177",2005-09-01,-5.30000000000001,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"178",2005-10-01,-3.09999999999997,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"179",2005-11-01,-4,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"180",2005-12-01,-2.69999999999999,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"181",2006-01-01,-3.20000000000005,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"182",2006-02-01,-1.39999999999998,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"183",2006-03-01,0.300000000000011,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"184",2006-04-01,-1.89999999999998,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"185",2006-05-01,-1.10000000000002,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"186",2006-06-01,3,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"187",2006-07-01,1.59999999999997,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"188",2006-08-01,0.900000000000034,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"189",2006-09-01,2.69999999999999,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"190",2006-10-01,0.599999999999966,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"191",2006-11-01,4.29999999999995,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"192",2006-12-01,2.5,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"193",2007-01-01,1.20000000000005,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"194",2007-02-01,2,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"195",2007-03-01,2.59999999999997,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"196",2007-04-01,6.69999999999999,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"197",2007-05-01,8.90000000000003,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"198",2007-06-01,4.09999999999997,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"199",2007-07-01,9,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"200",2007-08-01,6.80000000000001,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"201",2007-09-01,5.60000000000002,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"202",2007-10-01,4.60000000000002,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"203",2007-11-01,0.900000000000034,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"204",2007-12-01,2.19999999999999,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"205",2008-01-01,1.59999999999997,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"206",2008-02-01,1.39999999999998,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"207",2008-03-01,-3.69999999999999,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"208",2008-04-01,-5.19999999999999,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"209",2008-05-01,-5.70000000000005,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"210",2008-06-01,-7.89999999999998,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"211",2008-07-01,-12,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"212",2008-08-01,-10.7,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"213",2008-09-01,-10.7,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"214",2008-10-01,-10.8,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"215",2008-11-01,-12.5,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"216",2008-12-01,-13.6,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"217",2009-01-01,-14.4,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"218",2009-02-01,-16.8,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"219",2009-03-01,-13.9,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"220",2009-04-01,-12.1,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"221",2009-05-01,-15.7,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"222",2009-06-01,-12.9,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"223",2009-07-01,-10.9,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"224",2009-08-01,-8.99999999999997,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"225",2009-09-01,-9.20000000000002,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"226",2009-10-01,-10.3,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"227",2009-11-01,-10,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"228",2009-12-01,-6.69999999999999,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"229",2010-01-01,-6.90000000000001,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"230",2010-02-01,-5,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"231",2010-03-01,-7.20000000000002,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"232",2010-04-01,-6.5,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"233",2010-05-01,-5.89999999999998,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"234",2010-06-01,-6.20000000000002,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"235",2010-07-01,-5.5,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"236",2010-08-01,-8.09999999999999,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"237",2010-09-01,-6.19999999999999,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"238",2010-10-01,-3.59999999999999,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"239",2010-11-01,-2.5,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"240",2010-12-01,-2.20000000000002,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"241",2011-01-01,-1.40000000000001,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"242",2011-02-01,-2.40000000000001,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"243",2011-03-01,0.0999999999999943,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"244",2011-04-01,0.199999999999989,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"245",2011-05-01,3,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"246",2011-06-01,3.20000000000002,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"247",2011-07-01,3.39999999999998,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"248",2011-08-01,5.09999999999999,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"249",2011-09-01,4.29999999999998,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"250",2011-10-01,5.20000000000002,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"251",2011-11-01,7.89999999999998,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"252",2011-12-01,5.80000000000001,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"253",2012-01-01,5.40000000000001,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"254",2012-02-01,7.5,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"255",2012-03-01,7.90000000000001,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"256",2012-04-01,6.20000000000002,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"257",2012-05-01,6.89999999999998,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"258",2012-06-01,8.29999999999998,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"259",2012-07-01,9.40000000000001,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"260",2012-08-01,12.5,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"261",2012-09-01,10.3,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
"262",2012-10-01,11.5,"CEU5051800001","Computing Infrastructure, Data Processing, Web Hosting, & Related"
